t [s];P [Pa];Q [m^3/s];A [m^2];P_f [Pa];P_b [Pa];Q_f [m^3/s];Q_b [m^3/s]
0.47682119205298;13498.0212929255;8.240902722014E-05;0.003006286264589;122.064126455512;42.4073619977854;0.000119366210918;-4.14700556476259E-05
0.480132450331126;13496.4714884533;7.7896155270026E-05;0.003005763314894;118.961099359697;43.9541570958146;0.000116331768305;-4.29826627933868E-05
0.483443708609272;13494.9152564555;7.33491055115351E-05;0.003005238242135;115.84035790173;45.5136460648182;0.000113280002861;-4.45076832445485E-05
0.486754966887417;13493.3540039665;6.87723196161915E-05;0.00300471152155;112.704898480709;47.0842483021419;0.000110213844756;-4.60435713336376E-05
0.490066225165563;13491.7891467829;6.4170273422823E-05;0.003004183631169;109.557736581752;48.6643718690885;0.000107136242828;-4.75887703076941E-05
0.493377483443709;13490.2221084508;5.95474725199167E-05;0.003003655051471;106.401903974484;50.2524152734835;0.000104050161834;-4.91417140714338E-05
0.496688741721854;13488.654319248;5.49084477628628E-05;0.003003126265035;103.240445876868;51.8467692808819;0.000100958579688;-5.07008289584258E-05
0.5;13487.0872151578;5.02577507292932E-05;0.003002597756194;100.076418086505;53.4458187427317;9.78644846448855E-05;-5.22645355188503E-05
0.503311258278146;13485.5222368292;4.55999491260353E-05;0.003002070010684;96.9128840816944;55.0479444321713;9.47708724737371E-05;-5.38312503147153E-05
0.506622516556291;13483.9608285139;4.09396221590219E-05;0.003001543515287;93.7529120946414;56.6515248846469;9.16807435910481E-05;-5.53993877197985E-05
0.509933774834437;13482.4044369793;3.62813558712497E-05;0.003001018757461;90.5995721593177;58.2549382434823;8.85971001755347E-05;-5.69673617244184E-05
0.513245033112583;13480.8545104028;3.16297384511164E-05;0.003000496224971;87.4559331366039;59.8565641088769;8.5522943258752E-05;-5.85335877435717E-05
0.516556291390729;13479.3124972455;2.69893555151805E-05;0.002999976405508;84.3250597194062;61.4547853863091;8.24612697964032E-05;-6.00964844244784E-05
0.519867549668874;13477.7798451057;2.23647853719248E-05;0.002999459786309;81.2100094205834;63.0479901294749;7.94150697228386E-05;-6.16544754487868E-05
0.52317880794702;13476.2579995501;1.77605942740519E-05;0.002998946853759;78.1138295466154;64.6345733737744;7.63873229916169E-05;-6.32059913255373E-05
0.526490066225166;13474.7484029204;1.31813316660797E-05;0.002998438092999;75.0395541600457;66.2129389570991;7.33809966050848E-05;-6.47494711717066E-05
0.529801324503311;13473.2524931171;8.63152543337836E-06;0.002997933987515;71.9902010338511;67.7815013248974;7.03990416360593E-05;-6.62833644773725E-05
0.533112582781457;13471.7717023587;4.11567715868692E-06;0.002997435018726;68.9687686009708;69.3386873161748;6.74443902447841E-05;-6.7806132852245E-05
0.536423841059603;13470.3074559171;-3.6174260746074E-07;0.00299694166556;65.9782329023431;70.8829379268089;6.45199526944178E-05;-6.93162517500019E-05
0.539735099337748;13468.8611708292;-4.79629905558406E-06;0.002996454404029;63.0215445368783;72.4127100467079;6.16286143684234E-05;-7.08122121670565E-05
0.543046357615894;13467.4342545836;-9.18359779863307E-06;0.002995973706792;60.1016256168985;73.9264781675123;5.87732327932983E-05;-7.22925223125125E-05
0.54635761589404;13466.0281037844;-1.3519289519214E-05;0.002995500042708;57.2213667326447;75.4227360577647;5.59566346701758E-05;-7.37557092463104E-05
0.549668874172186;13464.6441027904;-1.77990745761345E-05;0.002995033876386;54.3836239295466;76.8999984025763;5.31816129188986E-05;-7.52003204826487E-05
0.552980132450331;13463.2836223321;-2.201870756375E-05;0.002994575667728;51.5912157020076;78.3568024049064;5.04509237382563E-05;-7.66249255558777E-05
0.556291390728477;13461.9480181069;-2.61740018176213E-05;0.002994125871461;48.8469200075368;79.7917093456993;4.77672836861074E-05;-7.80281175461497E-05
0.559602649006622;13460.6386293532;-3.02608338600422E-05;0.002993684936669;46.1534713051058;81.2033061002588;4.51333667831959E-05;-7.9408514562277E-05
0.562913907284768;13459.3567774054;-3.4275147779081E-05;0.00299325330631;43.5135576216734;82.5902066085303;4.25518016445161E-05;-8.07647611795213E-05
0.566225165562914;13458.1037642302;-3.82129595350051E-05;0.002992831416734;40.9298176508465;83.9510532970372;4.0025168642096E-05;-8.20955298300971E-05
0.56953642384106;13456.8808709479;-4.2070361188001E-05;0.002992419697198;38.404837887698;85.2845184505166;3.75559971031451E-05;-8.33995221444935E-05
0.572847682119205;13455.6893563382;-4.58435250413483E-05;0.002992018569368;35.9411498037705;86.589305531404;3.51467625474988E-05;-8.46754702417963E-05
0.576158940397351;13454.5304553352;-4.95287076942973E-05;0.002991628446823;33.5412270663188;87.8641504455659;3.27998839683191E-05;-8.59221379674413E-05
0.579470198675497;13453.4053775119;-5.31222539991221E-05;0.002991249734557;31.2074828058539;89.1078227528998;3.05177211600349E-05;-8.71383220770602E-05
0.582781456953642;13452.3153055588;-5.66206009170252E-05;0.002990882828476;28.9422669360301;90.3191268215688;2.83025720974644E-05;-8.83228533652011E-05
0.586092715231788;13451.2613937576;-6.00202812677366E-05;0.002990528114896;26.7478635299162;91.4969029249311;2.61566703700798E-05;-8.94745977380163E-05
0.589403973509934;13450.2447664548;-6.33179273679364E-05;0.002990185970039;24.6264882566669;92.6400282803695;2.40821826753314E-05;-9.05924572291282E-05
0.59271523178808;13449.266516537;-6.65102745537968E-05;0.002989856759529;22.580285882555;93.7474180294636;2.20812063749152E-05;-9.16753709581389E-05
0.596026490066225;13448.327703912;-6.95941645832235E-05;0.002989540837897;20.6113278403013;94.8180261591111;2.01557671178271E-05;-9.27223160313933E-05
0.599337748344371;13447.4293539994;-7.25665489135661E-05;0.002989238548077;18.7216098705672;95.8508463634676;1.83078165339806E-05;-9.37323083848645E-05
0.602649006622517;13446.572456234;-7.54244918508838E-05;0.00298895022092;16.9130497393976;96.8449128466478;1.65392300021044E-05;-9.47044035691175E-05
0.605960264900662;13445.757962586;-7.81651735670131E-05;0.002988676174702;15.1874850353455;97.7993010664465;1.48518044955531E-05;-9.56376974765896E-05
0.609271523178808;13444.9867861018;-8.07858929810364E-05;0.002988416714646;13.5466710498935;98.7131284194053;1.32472565095768E-05;-9.65313270115153E-05
0.612582781456954;13444.2597994693;-8.32840705019384E-05;0.002988172132449;11.9922787446934;99.5855548677543;1.17272200734919E-05;-9.73844707030137E-05
0.615894039735099;13443.5778336124;-8.56572506295218E-05;0.002987942705818;10.5258928090383;100.415783508929;1.02932448510835E-05;-9.81963492620135E-05
0.619205298013245;13442.941676318;-8.79031044109299E-05;0.002987728698023;9.14900981085468;101.203061088458;8.9467943324701E-06;-9.89662260828098E-05
0.622516556291391;13442.3520708993;-9.00194317503397E-05;0.00298753035745;7.8630364443583;101.946678457172;7.68924412048674E-06;-9.96934076901617E-05
0.625827814569536;13441.8097149015;-9.20041635696749E-05;0.002987347917181;6.66928787739243;102.645970973802;6.52188031455339E-06;-0.000100377244133
0.629139072847682;13441.3152588512;-9.38553638184449E-05;0.002987181594576;5.56898620130135;103.30031885416;5.44589799480726E-06;-0.000101017129326
0.632450331125828;13440.8693050555;-9.55712313310669E-05;0.002987031590883;4.56325898603867;103.909147468137;4.46239980915173E-06;-0.000101612501339
